ShipmentID,PickNo,OrderID,OrderDate,ShippedAt,DeliveredAt,Store,Warehouse,SKU,Category,Product,Brand,Qty,UnitCost,TotalCost,Carrier,DeliveryFee,DeliveryStatus
SHIP20260600843,PICK20260600843,SO20260600843,2026-06-08 20:20,2026-06-09 09:14,2026-06-10 04:54,HCM-Q1,WH-HCM-01,MW-F8E59D,Lò vi sóng,Sharp 20L,Sharp,2,2479000,4958000,GrabExpress,90000,Hoàn tất
SHIP20260600844,PICK20260600844,SO20260600844,2026-06-20 18:09,2026-06-21 10:08,2026-06-21 22:23,HCM-Q7,WH-HCM-02,KT-60A177,Ấm siêu tốc,Kangaroo,Cuckoo,2,919000,1838000,Nội bộ,25000,Hoàn tất
SHIP20260600845,PICK20260600845,SO20260600845,2026-06-25 14:52,2026-06-26 01:16,2026-06-27 00:22,HCM-Q1,WH-HCM-01,WM-EE77C3,Máy giặt,Toshiba 9kg,Panasonic,2,10799000,21598000,GHN,145000,Hoàn tất
SHIP20260600846,PICK20260600846,SO20260600846,2026-06-30 11:23,2026-07-01 05:08,2026-07-02 11:12,HCM-Q1,WH-HCM-01,BL-9D0A0A,Máy xay,Sunhouse Blender,Cuckoo,2,371000,742000,Ahamove,0,Đã giao
SHIP20260600847,PICK20260600847,SO20260600847,2026-06-20 12:19,2026-06-21 00:52,2026-06-22 00:17,HCM-Q7,WH-HCM-02,TV-751610,TV,"TCL 50""",Daikin,2,11787000,23574000,GHN,270000,Giao lại
SHIP20260600848,PICK20260600848,SO20260600848,2026-06-09 14:01,2026-06-10 05:22,2026-06-10 08:01,HN-HBT,WH-HN-02,RF-681BCC,Tủ lạnh,LG 420L,Samsung,1,17379000,17379000,GrabExpress,145000,Hoàn tất
SHIP20260600849,PICK20260600849,SO20260600849,2026-06-05 13:53,2026-06-06 08:06,2026-06-07 02:48,CT-NK,WH-CT-01,KT-9BE99C,Ấm siêu tốc,Philips,Panasonic,1,632000,632000,Nội bộ,120000,Hoàn tất
SHIP20260600850,PICK20260600850,SO20260600850,2026-06-28 12:14,2026-06-29 05:08,2026-06-29 17:59,HN-HBT,WH-HN-02,TV-DE1879,TV,"Samsung 55"" 4K",Asia,1,25480000,25480000,Ahamove,300000,Đã giao
SHIP20260600851,PICK20260600851,SO20260600851,2026-06-08 15:04,2026-06-09 09:47,2026-06-10 09:22,CT-NK,WH-CT-01,FN-B2666C,Quạt,Panasonic,Daikin,3,552000,1656000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260600852,PICK20260600852,SO20260600852,2026-06-16 08:53,2026-06-17 00:49,2026-06-18 11:23,HN-HBT,WH-HN-02,WM-345051,Máy giặt,LG 9kg,Senko,2,11841000,23682000,Nội bộ,165000,Giao lại
SHIP20260600853,PICK20260600853,SO20260600853,2026-06-11 09:52,2026-06-11 11:25,2026-06-12 20:09,HCM-TB,WH-HCM-03,VC-7AF11E,Máy hút bụi,Philips FC,Panasonic,1,3604000,3604000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600854,PICK20260600854,SO20260600854,2026-06-17 15:46,2026-06-18 10:10,2026-06-18 12:22,HCM-Q1,WH-HCM-01,FN-04019E,Quạt,Senko,Philips,1,1214000,1214000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600855,PICK20260600855,SO20260600855,2026-06-29 19:50,2026-06-30 04:26,2026-07-01 08:50,CT-NK,WH-CT-01,AC-1FFCA0,Máy lạnh,Mitsubishi 1.5HP,Asia,1,6660000,6660000,Ahamove,90000,Hoàn tất
SHIP20260600856,PICK20260600856,SO20260600856,2026-06-10 12:51,2026-06-10 19:55,2026-06-11 15:22,HN-CG,WH-HN-01,TV-6CC437,TV,"TCL 50""",Samsung,3,21655000,64965000,Ahamove,185000,Đã giao
SHIP20260600857,PICK20260600857,SO20260600857,2026-06-20 10:14,2026-06-21 01:31,2026-06-22 04:41,CT-NK,WH-CT-01,RF-577C9B,Tủ lạnh,Panasonic 300L,LG,1,12850000,12850000,Nội bộ,65000,Hoàn tất
SHIP20260600858,PICK20260600858,SO20260600858,2026-06-21 19:36,2026-06-22 11:09,2026-06-22 21:04,CT-NK,WH-CT-01,KT-9065A4,Ấm siêu tốc,Philips,Mitsubishi,1,307000,307000,Xe tải thuê ngoài,65000,Hoàn tất
SHIP20260600859,PICK20260600859,SO20260600859,2026-06-06 10:02,2026-06-07 04:40,2026-06-08 08:04,BD-TDM,WH-BD-01,AC-FFF461,Máy lạnh,Mitsubishi 1.5HP,LG,2,9497000,18994000,Nội bộ,270000,Giao lại
SHIP20260600860,PICK20260600860,SO20260600860,2026-06-10 13:35,2026-06-10 16:10,2026-06-10 20:50,HN-CG,WH-HN-01,AC-4EC148,Máy lạnh,Mitsubishi 1.5HP,Toshiba,2,13387000,26774000,Ahamove,115000,Giao lại
SHIP20260600861,PICK20260600861,SO20260600861,2026-06-21 17:05,2026-06-21 18:59,2026-06-22 04:28,HN-CG,WH-HN-01,RF-8A361D,Tủ lạnh,Aqua 250L,Sharp,3,18177000,54531000,GHN,180000,Đã giao
SHIP20260600862,PICK20260600862,SO20260600862,2026-06-01 08:36,2026-06-01 13:17,2026-06-03 01:18,HCM-Q7,WH-HCM-02,TV-3277C5,TV,"TCL 50""",Cuckoo,1,8089000,8089000,GrabExpress,45000,Đã giao
SHIP20260600863,PICK20260600863,SO20260600863,2026-06-08 16:41,2026-06-09 03:36,2026-06-09 14:57,BD-TDM,WH-BD-01,TV-6CC437,TV,"TCL 50""",Samsung,3,17234000,51702000,GHN,300000,Đã giao
SHIP20260600864,PICK20260600864,SO20260600864,2026-06-22 12:47,2026-06-22 19:30,2026-06-23 13:51,HN-CG,WH-HN-01,WM-0EC5E7,Máy giặt,Toshiba 9kg,Sony,1,9239000,9239000,Ahamove,120000,Giao lại
SHIP20260600865,PICK20260600865,SO20260600865,2026-06-07 10:30,2026-06-07 17:54,2026-06-08 06:31,HN-CG,WH-HN-01,VC-DD459E,Máy hút bụi,Dyson V8,Asia,2,7812000,15624000,Ahamove,210000,Đã giao
SHIP20260600866,PICK20260600866,SO20260600866,2026-06-25 16:59,2026-06-26 10:39,2026-06-26 13:41,HCM-TB,WH-HCM-03,TV-12CDFD,TV,"Samsung 55"" 4K",Sunhouse,3,12446000,37338000,Xe tải thuê ngoài,185000,Hoàn tất
SHIP20260600867,PICK20260600867,SO20260600867,2026-06-02 20:37,2026-06-03 02:06,2026-06-04 00:04,HN-CG,WH-HN-01,BL-848064,Máy xay,Sunhouse Blender,Xiaomi,1,1170000,1170000,Xe tải thuê ngoài,25000,Giao lại
SHIP20260600868,PICK20260600868,SO20260600868,2026-06-26 20:06,2026-06-27 13:45,2026-06-29 02:41,HN-CG,WH-HN-01,MW-AE2881,Lò vi sóng,Panasonic 25L,Panasonic,2,1521000,3042000,Ahamove,120000,Đã giao
SHIP20260600869,PICK20260600869,SO20260600869,2026-06-15 18:43,2026-06-15 20:56,2026-06-17 01:34,DN-HC,WH-DN-01,WM-2B1470,Máy giặt,Samsung 10kg,Philips,1,9801000,9801000,GHN,90000,Hoàn tất
SHIP20260600870,PICK20260600870,SO20260600870,2026-06-27 17:08,2026-06-28 07:08,2026-06-28 10:55,HCM-Q7,WH-HCM-02,WM-233DAD,Máy giặt,LG 9kg,Toshiba,2,14842000,29684000,Xe tải thuê ngoài,115000,Đã giao
SHIP20260600871,PICK20260600871,SO20260600871,2026-06-10 09:00,2026-06-11 03:11,2026-06-11 13:38,HCM-Q1,WH-HCM-01,VC-B711CC,Máy hút bụi,Xiaomi G10,Panasonic,1,7631000,7631000,Nội bộ,0,Giao lại
SHIP20260600872,PICK20260600872,SO20260600872,2026-06-29 20:54,2026-06-30 14:20,2026-07-02 03:04,CT-NK,WH-CT-01,TV-12CDFD,TV,"Samsung 55"" 4K",Sunhouse,2,27066000,54132000,Nội bộ,185000,Đã giao
SHIP20260600873,PICK20260600873,SO20260600873,2026-06-22 13:25,2026-06-22 23:07,2026-06-23 20:05,HCM-Q7,WH-HCM-02,MW-95E139,Lò vi sóng,Sharp 20L,Philips,2,2678000,5356000,Ahamove,45000,Giao lại
SHIP20260600874,PICK20260600874,SO20260600874,2026-06-12 17:53,2026-06-13 08:36,2026-06-14 18:50,HCM-Q7,WH-HCM-02,TV-BD30D1,TV,"TCL 50""",Asia,2,22289000,44578000,GrabExpress,210000,Hoàn tất
SHIP20260600875,PICK20260600875,SO20260600875,2026-06-16 08:43,2026-06-16 12:17,2026-06-17 18:21,DN-HC,WH-DN-01,VC-110A19,Máy hút bụi,Philips FC,Philips,2,2384000,4768000,Nội bộ,45000,Hoàn tất
SHIP20260600876,PICK20260600876,SO20260600876,2026-06-17 14:07,2026-06-18 05:24,2026-06-18 22:41,HCM-TB,WH-HCM-03,BL-54E269,Máy xay,Philips Blender,Xiaomi,2,1509000,3018000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600877,PICK20260600877,SO20260600877,2026-06-17 13:52,2026-06-17 15:27,2026-06-18 17:03,HCM-TB,WH-HCM-03,VC-87EB59,Máy hút bụi,Dyson V8,Sony,2,1634000,3268000,GHN,90000,Đã giao
SHIP20260600878,PICK20260600878,SO20260600878,2026-06-05 19:39,2026-06-06 02:03,2026-06-06 20:16,BD-TDM,WH-BD-01,MW-E17A69,Lò vi sóng,Electrolux 23L,Xiaomi,1,3760000,3760000,Nội bộ,120000,Hoàn tất
SHIP20260600879,PICK20260600879,SO20260600879,2026-06-07 08:04,2026-06-07 20:59,2026-06-08 15:46,BD-TDM,WH-BD-01,FN-D8D699,Quạt,Asia,Sunhouse,1,746000,746000,GHN,25000,Hoàn tất
SHIP20260600880,PICK20260600880,SO20260600880,2026-06-11 20:40,2026-06-12 03:34,2026-06-12 22:26,BD-TDM,WH-BD-01,MW-4DBCB2,Lò vi sóng,Sharp 20L,Daikin,3,1911000,5733000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260600881,PICK20260600881,SO20260600881,2026-06-06 18:27,2026-06-07 09:12,2026-06-08 12:12,HCM-Q1,WH-HCM-01,RC-30A967,Nồi cơm,Sharp 1.8L,Mitsubishi,1,1451000,1451000,GHN,120000,Hoàn tất
SHIP20260600882,PICK20260600882,SO20260600882,2026-06-15 16:45,2026-06-15 22:30,2026-06-16 13:35,BD-TDM,WH-BD-01,RF-847D79,Tủ lạnh,Samsung Inverter 350L,Panasonic,3,13624000,40872000,Xe tải thuê ngoài,145000,Giao lại
SHIP20260600883,PICK20260600883,SO20260600883,2026-06-11 13:53,2026-06-12 06:36,2026-06-12 09:50,CT-NK,WH-CT-01,KT-80B935,Ấm siêu tốc,Kangaroo,LG,1,310000,310000,Ahamove,65000,Đã giao
SHIP20260600884,PICK20260600884,SO20260600884,2026-06-11 16:27,2026-06-12 02:14,2026-06-13 08:44,HCM-TB,WH-HCM-03,WM-57BF8B,Máy giặt,LG 9kg,Panasonic,2,11402000,22804000,GHN,240000,Giao lại
SHIP20260600885,PICK20260600885,SO20260600885,2026-06-17 13:04,2026-06-17 17:31,2026-06-18 21:12,HN-CG,WH-HN-01,TV-1B61A7,TV,LG OLED 48,Samsung,3,27891000,83673000,Nội bộ,165000,Đã giao
SHIP20260600886,PICK20260600886,SO20260600886,2026-06-16 08:50,2026-06-16 12:26,2026-06-16 18:16,HN-CG,WH-HN-01,KT-E61198,Ấm siêu tốc,Philips,Daikin,3,269000,807000,GHN,120000,Đã giao
SHIP20260600887,PICK20260600887,SO20260600887,2026-06-15 13:30,2026-06-15 23:50,2026-06-17 08:56,HN-HBT,WH-HN-02,KT-EFA122,Ấm siêu tốc,Sunhouse,Daikin,2,567000,1134000,GHN,25000,Giao lại
SHIP20260600888,PICK20260600888,SO20260600888,2026-06-25 11:32,2026-06-25 22:54,2026-06-26 20:44,HN-HBT,WH-HN-02,RF-191AF7,Tủ lạnh,Panasonic 300L,Toshiba,1,9593000,9593000,Ahamove,90000,Đã giao
SHIP20260600889,PICK20260600889,SO20260600889,2026-06-24 12:08,2026-06-24 17:32,2026-06-25 01:01,HCM-TB,WH-HCM-03,RC-7604F1,Nồi cơm,Sunhouse 1.2L,Daikin,3,2179000,6537000,GHN,35000,Giao lại
SHIP20260600890,PICK20260600890,SO20260600890,2026-06-29 10:27,2026-06-29 14:36,2026-06-30 19:47,HCM-TB,WH-HCM-03,BL-3258EA,Máy xay,Panasonic Blender,Mitsubishi,1,594000,594000,Nội bộ,25000,Hoàn tất
SHIP20260600891,PICK20260600891,SO20260600891,2026-06-25 14:01,2026-06-26 08:42,2026-06-26 14:04,HN-CG,WH-HN-01,AC-9A4340,Máy lạnh,Panasonic 1.5HP,Daikin,2,9680000,19360000,Xe tải thuê ngoài,185000,Đã giao
SHIP20260600892,PICK20260600892,SO20260600892,2026-06-01 16:03,2026-06-01 20:29,2026-06-01 22:57,DN-HC,WH-DN-01,RF-D3E578,Tủ lạnh,LG 420L,Xiaomi,2,6154000,12308000,Ahamove,45000,Hoàn tất
SHIP20260600893,PICK20260600893,SO20260600893,2026-06-24 16:04,2026-06-25 01:37,2026-06-25 06:46,BD-TDM,WH-BD-01,RF-ECA283,Tủ lạnh,Panasonic 300L,Panasonic,1,8617000,8617000,Ahamove,45000,Hoàn tất
SHIP20260600894,PICK20260600894,SO20260600894,2026-06-20 20:08,2026-06-21 10:33,2026-06-22 14:41,HN-CG,WH-HN-01,WM-4E5FAA,Máy giặt,Toshiba 9kg,Sharp,2,5227000,10454000,GrabExpress,45000,Hoàn tất
SHIP20260600895,PICK20260600895,SO20260600895,2026-06-30 16:18,2026-06-30 23:12,2026-07-01 16:20,DN-HC,WH-DN-01,RC-B5F705,Nồi cơm,Panasonic 1.8L,Philips,1,1758000,1758000,GrabExpress,45000,Đã giao
SHIP20260600896,PICK20260600896,SO20260600896,2026-06-04 15:05,2026-06-05 04:55,2026-06-06 13:51,HCM-Q7,WH-HCM-02,MW-8EA0CB,Lò vi sóng,Panasonic 25L,LG,1,3312000,3312000,Nội bộ,120000,Đã giao
SHIP20260600897,PICK20260600897,SO20260600897,2026-06-14 13:00,2026-06-14 21:41,2026-06-16 02:01,BD-TDM,WH-BD-01,KT-80B935,Ấm siêu tốc,Kangaroo,LG,2,462000,924000,Nội bộ,90000,Hoàn tất
SHIP20260600898,PICK20260600898,SO20260600898,2026-06-08 11:38,2026-06-08 19:03,2026-06-09 02:15,HCM-Q1,WH-HCM-01,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,1,332000,332000,Xe tải thuê ngoài,35000,Đã giao
SHIP20260600899,PICK20260600899,SO20260600899,2026-06-10 10:28,2026-06-10 13:18,2026-06-11 21:33,HN-HBT,WH-HN-02,RC-A5EAB1,Nồi cơm,Cuckoo 1.8L,Sony,3,2098000,6294000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260600900,PICK20260600900,SO20260600900,2026-06-14 09:14,2026-06-14 22:27,2026-06-15 02:28,HCM-TB,WH-HCM-03,BL-A928A4,Máy xay,Philips Blender,LG,2,1000000,2000000,GrabExpress,0,Giao lại
SHIP20260600901,PICK20260600901,SO20260600901,2026-06-22 17:11,2026-06-23 08:02,2026-06-24 01:54,HCM-Q1,WH-HCM-01,VC-8877C5,Máy hút bụi,Philips FC,Daikin,1,8329000,8329000,GHN,65000,Hoàn tất
SHIP20260600902,PICK20260600902,SO20260600902,2026-06-20 17:43,2026-06-20 19:39,2026-06-21 11:24,HCM-Q1,WH-HCM-01,BL-D2FACB,Máy xay,Panasonic Blender,Toshiba,3,547000,1641000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600903,PICK20260600903,SO20260600903,2026-06-28 08:14,2026-06-28 11:02,2026-06-29 20:49,HCM-Q7,WH-HCM-02,WM-15F54A,Máy giặt,LG 9kg,Sharp,3,7375000,22125000,GrabExpress,215000,Giao lại
SHIP20260600904,PICK20260600904,SO20260600904,2026-06-20 17:14,2026-06-21 08:07,2026-06-22 06:09,DN-HC,WH-DN-01,RC-666E15,Nồi cơm,Sunhouse 1.2L,Panasonic,3,2092000,6276000,GrabExpress,90000,Hoàn tất
SHIP20260600905,PICK20260600905,SO20260600905,2026-06-18 19:05,2026-06-19 08:31,2026-06-19 11:34,HN-HBT,WH-HN-02,KT-8BE75F,Ấm siêu tốc,Kangaroo,Samsung,2,882000,1764000,GrabExpress,90000,Đã giao
SHIP20260600906,PICK20260600906,SO20260600906,2026-06-21 10:24,2026-06-22 01:44,2026-06-23 01:08,HCM-Q7,WH-HCM-02,KT-4BFC34,Ấm siêu tốc,Kangaroo,Sunhouse,1,808000,808000,Nội bộ,120000,Đã giao
SHIP20260600907,PICK20260600907,SO20260600907,2026-06-05 16:08,2026-06-05 17:18,2026-06-07 04:01,HN-CG,WH-HN-01,AC-DD7A97,Máy lạnh,Daikin 1HP,Toshiba,2,16951000,33902000,Nội bộ,205000,Hoàn tất
SHIP20260600908,PICK20260600908,SO20260600908,2026-06-11 08:25,2026-06-12 02:10,2026-06-13 07:00,DN-HC,WH-DN-01,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,3,374000,1122000,GrabExpress,90000,Hoàn tất
SHIP20260600909,PICK20260600909,SO20260600909,2026-06-27 11:32,2026-06-27 19:14,2026-06-29 01:25,HCM-Q7,WH-HCM-02,AC-818A33,Máy lạnh,Casper 1HP,Electrolux,3,7045000,21135000,Nội bộ,80000,Đã giao
SHIP20260600910,PICK20260600910,SO20260600910,2026-06-03 18:46,2026-06-04 13:15,2026-06-05 19:37,HN-CG,WH-HN-01,RC-7DABD5,Nồi cơm,Sunhouse 1.2L,Mitsubishi,1,1450000,1450000,GHN,25000,Hoàn tất
SHIP20260600911,PICK20260600911,SO20260600911,2026-06-23 16:37,2026-06-24 05:26,2026-06-25 08:01,HCM-Q7,WH-HCM-02,MW-E148C6,Lò vi sóng,Electrolux 23L,Casper,2,904000,1808000,Xe tải thuê ngoài,65000,Hoàn tất
SHIP20260600912,PICK20260600912,SO20260600912,2026-06-14 08:01,2026-06-14 10:32,2026-06-15 14:09,HN-CG,WH-HN-01,BL-BE1E34,Máy xay,Panasonic Blender,Senko,1,641000,641000,Xe tải thuê ngoài,120000,Giao lại
SHIP20260600913,PICK20260600913,SO20260600913,2026-06-25 17:33,2026-06-26 09:52,2026-06-26 21:11,HN-CG,WH-HN-01,BL-981E64,Máy xay,Sunhouse Blender,Samsung,2,364000,728000,GHN,35000,Đã giao
SHIP20260600914,PICK20260600914,SO20260600914,2026-06-16 09:53,2026-06-16 22:18,2026-06-17 09:32,HCM-Q7,WH-HCM-02,MW-8CD991,Lò vi sóng,Panasonic 25L,Toshiba,3,2174000,6522000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600915,PICK20260600915,SO20260600915,2026-06-05 11:48,2026-06-06 01:46,2026-06-06 18:36,HN-HBT,WH-HN-02,RC-5F9026,Nồi cơm,Cuckoo 1.8L,Electrolux,3,741000,2223000,Xe tải thuê ngoài,0,Hoàn tất
SHIP20260600916,PICK20260600916,SO20260600916,2026-06-07 18:12,2026-06-08 02:14,2026-06-08 17:55,HN-CG,WH-HN-01,KT-37BC3F,Ấm siêu tốc,Sunhouse,Panasonic,3,485000,1455000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260600917,PICK20260600917,SO20260600917,2026-06-05 19:13,2026-06-05 23:48,2026-06-06 10:21,DN-HC,WH-DN-01,FN-FF4EE8,Quạt,Panasonic,Sunhouse,2,1164000,2328000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260600918,PICK20260600918,SO20260600918,2026-06-12 08:42,2026-06-12 14:37,2026-06-13 01:38,HN-HBT,WH-HN-02,RF-BFD1C6,Tủ lạnh,Aqua 250L,Electrolux,1,11350000,11350000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260600919,PICK20260600919,SO20260600919,2026-06-03 20:38,2026-06-04 09:11,2026-06-05 18:31,DN-HC,WH-DN-01,VC-DE537A,Máy hút bụi,Dyson V8,Electrolux,3,4921000,14763000,GrabExpress,270000,Đã giao
SHIP20260600920,PICK20260600920,SO20260600920,2026-06-20 08:36,2026-06-21 01:51,2026-06-21 09:04,HN-CG,WH-HN-01,WM-5ED0A1,Máy giặt,Samsung 10kg,Cuckoo,2,12819000,25638000,Nội bộ,240000,Giao lại
SHIP20260600921,PICK20260600921,SO20260600921,2026-06-04 08:05,2026-06-05 02:32,2026-06-05 22:52,HCM-Q1,WH-HCM-01,FN-C43CC3,Quạt,Senko,Electrolux,2,514000,1028000,Xe tải thuê ngoài,45000,Hoàn tất
SHIP20260600922,PICK20260600922,SO20260600922,2026-06-18 17:57,2026-06-19 03:51,2026-06-19 23:36,CT-NK,WH-CT-01,KT-087F26,Ấm siêu tốc,Philips,Cuckoo,1,460000,460000,GrabExpress,65000,Đã giao
SHIP20260600923,PICK20260600923,SO20260600923,2026-06-23 08:55,2026-06-23 20:21,2026-06-24 04:07,HCM-Q7,WH-HCM-02,MW-FB2461,Lò vi sóng,Electrolux 23L,Senko,3,3595000,10785000,Xe tải thuê ngoài,145000,Đã giao
SHIP20260600924,PICK20260600924,SO20260600924,2026-06-27 12:49,2026-06-27 14:23,2026-06-29 01:30,HCM-Q7,WH-HCM-02,KT-C02AC0,Ấm siêu tốc,Kangaroo,Asia,2,732000,1464000,GHN,65000,Giao lại
SHIP20260600925,PICK20260600925,SO20260600925,2026-06-03 20:21,2026-06-04 00:22,2026-06-04 13:38,BD-TDM,WH-BD-01,BL-86D7E5,Máy xay,Philips Blender,Aqua,1,1300000,1300000,Nội bộ,45000,Đã giao
SHIP20260600926,PICK20260600926,SO20260600926,2026-06-07 10:49,2026-06-08 05:47,2026-06-08 15:11,HN-HBT,WH-HN-02,AC-F53EB5,Máy lạnh,Casper 1HP,Senko,2,12339000,24678000,GHN,170000,Hoàn tất
SHIP20260600927,PICK20260600927,SO20260600927,2026-06-06 14:56,2026-06-06 20:29,2026-06-08 01:25,HCM-TB,WH-HCM-03,WM-B2AB72,Máy giặt,Toshiba 9kg,Casper,3,7845000,23535000,GHN,145000,Giao lại
SHIP20260600928,PICK20260600928,SO20260600928,2026-06-02 17:30,2026-06-03 04:48,2026-06-03 09:13,HN-CG,WH-HN-01,RF-20BB5C,Tủ lạnh,Panasonic 300L,Sharp,2,13989000,27978000,Ahamove,115000,Đã giao
SHIP20260600929,PICK20260600929,SO20260600929,2026-06-12 20:18,2026-06-13 14:00,2026-06-14 08:51,BD-TDM,WH-BD-01,VC-365995,Máy hút bụi,Xiaomi G10,Philips,3,1666000,4998000,Ahamove,45000,Đã giao
SHIP20260600930,PICK20260600930,SO20260600930,2026-06-02 11:56,2026-06-02 18:44,2026-06-03 12:26,HCM-Q7,WH-HCM-02,RC-588B19,Nồi cơm,Sunhouse 1.2L,Electrolux,1,1812000,1812000,Nội bộ,35000,Hoàn tất
SHIP20260600931,PICK20260600931,SO20260600931,2026-06-28 11:19,2026-06-28 13:14,2026-06-28 23:24,BD-TDM,WH-BD-01,VC-354E06,Máy hút bụi,Dyson V8,Senko,2,8094000,16188000,GHN,240000,Giao lại
SHIP20260600932,PICK20260600932,SO20260600932,2026-06-18 15:39,2026-06-19 04:24,2026-06-20 16:35,HN-HBT,WH-HN-02,RC-56CDC9,Nồi cơm,Sharp 1.8L,Sharp,1,1573000,1573000,Ahamove,120000,Đã giao
SHIP20260600933,PICK20260600933,SO20260600933,2026-06-05 15:32,2026-06-06 07:00,2026-06-07 10:01,HN-CG,WH-HN-01,RC-3972B5,Nồi cơm,Sharp 1.8L,Samsung,3,1196000,3588000,Xe tải thuê ngoài,25000,Giao lại
SHIP20260600934,PICK20260600934,SO20260600934,2026-06-29 14:13,2026-06-30 08:55,2026-07-01 12:59,HCM-TB,WH-HCM-03,KT-912978,Ấm siêu tốc,Sunhouse,Philips,1,645000,645000,Nội bộ,65000,Giao lại
SHIP20260600935,PICK20260600935,SO20260600935,2026-06-20 12:45,2026-06-20 23:45,2026-06-21 18:06,HN-HBT,WH-HN-02,KT-A5DE2B,Ấm siêu tốc,Philips,Senko,1,585000,585000,Ahamove,120000,Giao lại
SHIP20260600936,PICK20260600936,SO20260600936,2026-06-22 20:02,2026-06-22 21:12,2026-06-23 16:17,HCM-Q7,WH-HCM-02,RC-645E6F,Nồi cơm,Sunhouse 1.2L,Xiaomi,2,2951000,5902000,GrabExpress,45000,Hoàn tất
SHIP20260600937,PICK20260600937,SO20260600937,2026-06-23 17:35,2026-06-24 12:21,2026-06-25 10:30,HCM-Q1,WH-HCM-01,MW-83094B,Lò vi sóng,Sharp 20L,Casper,3,2643000,7929000,GrabExpress,35000,Giao lại
SHIP20260600938,PICK20260600938,SO20260600938,2026-06-04 17:15,2026-06-05 05:01,2026-06-05 09:25,BD-TDM,WH-BD-01,TV-3A3210,TV,LG OLED 48,Xiaomi,2,8875000,17750000,Xe tải thuê ngoài,245000,Đã giao
SHIP20260600939,PICK20260600939,SO20260600939,2026-06-21 09:28,2026-06-21 22:08,2026-06-22 04:39,HN-CG,WH-HN-01,FN-FC5CB1,Quạt,Asia,Asia,1,841000,841000,Xe tải thuê ngoài,120000,Giao lại
SHIP20260600940,PICK20260600940,SO20260600940,2026-06-30 13:25,2026-06-30 17:03,2026-07-01 21:22,CT-NK,WH-CT-01,TV-888A32,TV,"TCL 50""",Mitsubishi,3,23380000,70140000,Nội bộ,170000,Hoàn tất
SHIP20260600941,PICK20260600941,SO20260600941,2026-06-16 20:08,2026-06-17 07:06,2026-06-17 22:51,DN-HC,WH-DN-01,AC-50CBA5,Máy lạnh,Daikin 1HP,Aqua,1,7274000,7274000,GrabExpress,0,Hoàn tất
SHIP20260600942,PICK20260600942,SO20260600942,2026-06-02 17:38,2026-06-03 10:39,2026-06-04 20:36,HCM-Q7,WH-HCM-02,WM-E46895,Máy giặt,Toshiba 9kg,Electrolux,1,13129000,13129000,GrabExpress,35000,Đã giao
SHIP20260600943,PICK20260600943,SO20260600943,2026-06-14 15:20,2026-06-14 21:12,2026-06-15 17:54,HCM-Q1,WH-HCM-01,AC-249FC9,Máy lạnh,Daikin 1HP,Panasonic,1,6774000,6774000,GHN,35000,Giao lại
SHIP20260600944,PICK20260600944,SO20260600944,2026-06-26 13:36,2026-06-27 02:03,2026-06-28 05:10,HN-CG,WH-HN-01,MW-03CA06,Lò vi sóng,Electrolux 23L,Aqua,1,4266000,4266000,Ahamove,45000,Đã giao
SHIP20260600945,PICK20260600945,SO20260600945,2026-06-03 18:08,2026-06-03 22:08,2026-06-04 23:32,BD-TDM,WH-BD-01,VC-90DAA9,Máy hút bụi,Dyson V8,Casper,3,2661000,7983000,GrabExpress,90000,Hoàn tất
SHIP20260600946,PICK20260600946,SO20260600946,2026-06-17 08:28,2026-06-18 00:24,2026-06-19 08:12,DN-HC,WH-DN-01,MW-F8E59D,Lò vi sóng,Sharp 20L,Sharp,3,2712000,8136000,Nội bộ,35000,Đã giao
SHIP20260600947,PICK20260600947,SO20260600947,2026-06-16 15:38,2026-06-17 06:16,2026-06-18 14:58,BD-TDM,WH-BD-01,KT-697052,Ấm siêu tốc,Sunhouse,Samsung,3,183000,549000,Ahamove,25000,Đã giao
SHIP20260600948,PICK20260600948,SO20260600948,2026-06-12 14:20,2026-06-13 08:05,2026-06-14 11:30,BD-TDM,WH-BD-01,AC-E7C43D,Máy lạnh,Panasonic 1.5HP,Casper,2,13515000,27030000,GHN,145000,Hoàn tất
SHIP20260600949,PICK20260600949,SO20260600949,2026-06-30 09:51,2026-07-01 02:06,2026-07-01 20:08,HN-CG,WH-HN-01,KT-C76795,Ấm siêu tốc,Philips,Aqua,3,165000,495000,Nội bộ,35000,Giao lại
