InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account,ScenarioID,LegalEntityID,ScenarioCurrency,CurrencyScope,ReportingTimezone,EvidenceType,AuthenticSourcePath,AuthenticSourceSHA256,AuthenticSourceRowNumber,GenerationPolicyVersion
INV20260500749,JV20260500749,SO20260500749,2026-05-13,HN-CG,NV021,Trả góp,KT-4D110F,Ấm siêu tốc,Kangaroo,Toshiba,2,1458360,0.05,2770884,0.08,221670,2992554,857000,1714000,1056884,0.3814,2992554,2770884,221670,1714000,1714000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,750,1.0.0
INV20260500750,JV20260500750,SO20260500750,2026-05-05,HCM-Q1,NV005,Chuyển khoản,TV-65B17D,TV,"Sony 65""",Samsung,3,21933818,0.16,55273221,0.08,4421857,59695078,17439000,52317000,2956221,0.0535,59695078,55273221,4421857,52317000,52317000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,751,1.0.0
INV20260500751,JV20260500751,SO20260500751,2026-05-11,HN-HBT,NV011,Ví điện tử,VC-933DDD,Máy hút bụi,Philips FC,Sharp,2,11551826,0.17,19176031,0.08,1534082,20710113,8932000,17864000,1312031,0.0684,20710113,19176031,1534082,17864000,17864000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,752,1.0.0
INV20260500752,JV20260500752,SO20260500752,2026-05-07,HCM-TB,NV007,Chuyển khoản,WM-781AD9,Máy giặt,Samsung 10kg,Sharp,2,11967112,0.02,23455539,0.08,1876443,25331982,10062000,20124000,3331539,0.142,25331982,23455539,1876443,20124000,20124000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,753,1.0.0
INV20260500753,JV20260500753,SO20260500753,2026-05-20,HCM-TB,NV028,Chuyển khoản,AC-DF5234,Máy lạnh,Daikin 1HP,Asia,3,14118197,0.02,41507499,0.08,3320599,44828098,10630000,31890000,9617499,0.2317,44828098,41507499,3320599,31890000,31890000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,754,1.0.0
INV20260500754,JV20260500754,SO20260500754,2026-05-29,HN-HBT,NV003,Ví điện tử,TV-DE1879,TV,"Samsung 55"" 4K",Asia,2,26837208,0.11,47770230,0.08,3821618,51591848,20944000,41888000,5882230,0.1231,51591848,47770230,3821618,41888000,41888000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,755,1.0.0
INV20260500755,JV20260500755,SO20260500755,2026-05-21,HN-HBT,NV008,Chuyển khoản,BL-8778AF,Máy xay,Philips Blender,Mitsubishi,1,1972666,0.08,1814852,0.08,145188,1960040,1197000,1197000,617852,0.3404,1960040,1814852,145188,1197000,1197000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,756,1.0.0
INV20260500756,JV20260500756,SO20260500756,2026-05-20,HCM-Q1,NV026,Trả góp,RF-42BDE8,Tủ lạnh,LG 420L,Senko,2,18166057,0.01,35968792,0.08,2877503,38846295,14948000,29896000,6072792,0.1688,38846295,35968792,2877503,29896000,29896000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,757,1.0.0
INV20260500757,JV20260500757,SO20260500757,2026-05-30,CT-NK,NV016,Thẻ,VC-87EB59,Máy hút bụi,Dyson V8,Sony,2,4661916,0.05,8857640,0.08,708611,9566251,3483000,6966000,1891640,0.2136,9566251,8857640,708611,6966000,6966000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,758,1.0.0
INV20260500758,JV20260500758,SO20260500758,2026-05-29,HCM-Q1,NV002,Tiền mặt,FN-63D039,Quạt,Asia,Mitsubishi,1,1564205,0.19,1267006,0.08,101360,1368366,930000,930000,337006,0.266,1368366,1267006,101360,930000,930000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,759,1.0.0
INV20260500759,JV20260500759,SO20260500759,2026-05-05,DN-HC,NV011,Trả góp,AC-AF103F,Máy lạnh,Daikin 1HP,Senko,2,13557598,0.09,24674828,0.08,1973986,26648814,10137000,20274000,4400828,0.1784,26648814,24674828,1973986,20274000,20274000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,760,1.0.0
INV20260500760,JV20260500760,SO20260500760,2026-05-24,CT-NK,NV027,Thẻ,WM-0EC5E7,Máy giặt,Toshiba 9kg,Sony,3,17177641,0.03,49986935,0.08,3998954,53985889,14106000,42318000,7668935,0.1534,53985889,49986935,3998954,42318000,42318000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,761,1.0.0
INV20260500761,JV20260500761,SO20260500761,2026-05-04,BD-TDM,NV001,Chuyển khoản,KT-A1FEF1,Ấm siêu tốc,Sunhouse,Xiaomi,3,1223107,0.11,3265695,0.08,261255,3526950,799000,2397000,868695,0.266,3526950,3265695,261255,2397000,2397000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,762,1.0.0
INV20260500762,JV20260500762,SO20260500762,2026-05-13,HN-CG,NV017,Thẻ,WM-0EC5E7,Máy giặt,Toshiba 9kg,Sony,2,16559738,0.06,31132307,0.08,2490584,33622891,13952000,27904000,3228307,0.1037,33622891,31132307,2490584,27904000,27904000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,763,1.0.0
INV20260500763,JV20260500763,SO20260500763,2026-05-12,CT-NK,NV009,Ví điện tử,MW-4DBCB2,Lò vi sóng,Sharp 20L,Daikin,2,3590797,0.06,6750698,0.08,540055,7290753,2277000,4554000,2196698,0.3254,7290753,6750698,540055,4554000,4554000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,764,1.0.0
INV20260500764,JV20260500764,SO20260500764,2026-05-02,DN-HC,NV018,Tiền mặt,TV-1C16CC,TV,"Samsung 55"" 4K",Sony,1,24292535,0.19,19676953,0.08,1574156,21251109,19397000,19397000,279953,0.0142,21251109,19676953,1574156,19397000,19397000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,765,1.0.0
INV20260500765,JV20260500765,SO20260500765,2026-05-25,HCM-TB,NV006,Chuyển khoản,AC-F47F82,Máy lạnh,Panasonic 1.5HP,LG,3,8418965,0.0,25256895,0.08,2020551,27277446,6825000,20475000,4781895,0.1893,27277446,25256895,2020551,20475000,20475000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,766,1.0.0
INV20260500766,JV20260500766,SO20260500766,2026-05-11,DN-HC,NV016,Chuyển khoản,VC-354E06,Máy hút bụi,Dyson V8,Senko,1,5933134,0.13,5161826,0.08,412946,5574772,3954000,3954000,1207826,0.234,5574772,5161826,412946,3954000,3954000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,767,1.0.0
INV20260500767,JV20260500767,SO20260500767,2026-05-22,HCM-TB,NV016,Thẻ,KT-E95C23,Ấm siêu tốc,Philips,Sunhouse,1,860037,0.16,722431,0.08,57794,780225,495000,495000,227431,0.3148,780225,722431,57794,495000,495000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,768,1.0.0
INV20260500768,JV20260500768,SO20260500768,2026-05-02,DN-HC,NV007,Tiền mặt,AC-190181,Máy lạnh,Mitsubishi 1.5HP,Sharp,3,10875090,0.09,29688995,0.08,2375119,32064114,8338000,25014000,4674995,0.1575,32064114,29688995,2375119,25014000,25014000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,769,1.0.0
INV20260500769,JV20260500769,SO20260500769,2026-05-24,HN-HBT,NV022,Thẻ,KT-C02AC0,Ấm siêu tốc,Kangaroo,Asia,3,932678,0.17,2322368,0.08,185789,2508157,509000,1527000,795368,0.3425,2508157,2322368,185789,1527000,1527000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,770,1.0.0
INV20260500770,JV20260500770,SO20260500770,2026-05-16,CT-NK,NV002,Chuyển khoản,AC-4EC148,Máy lạnh,Mitsubishi 1.5HP,Toshiba,1,16660609,0.04,15994184,0.08,1279534,17273718,13130000,13130000,2864184,0.1791,17273718,15994184,1279534,13130000,13130000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,771,1.0.0
INV20260500771,JV20260500771,SO20260500771,2026-05-13,HCM-Q7,NV001,Thẻ,AC-D2FD31,Máy lạnh,Panasonic 1.5HP,Toshiba,1,14762323,0.14,12695597,0.08,1015647,13711244,11319000,11319000,1376597,0.1084,13711244,12695597,1015647,11319000,11319000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,772,1.0.0
INV20260500772,JV20260500772,SO20260500772,2026-05-17,HCM-Q7,NV029,Tiền mặt,BL-E21F60,Máy xay,Philips Blender,Electrolux,1,2147412,0.06,2018567,0.08,161485,2180052,1484000,1484000,534567,0.2648,2180052,2018567,161485,1484000,1484000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,773,1.0.0
INV20260500773,JV20260500773,SO20260500773,2026-05-06,DN-HC,NV025,Thẻ,KT-C02AC0,Ấm siêu tốc,Kangaroo,Asia,2,1012926,0.03,1965076,0.08,157206,2122282,610000,1220000,745076,0.3792,2122282,1965076,157206,1220000,1220000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,774,1.0.0
INV20260500774,JV20260500774,SO20260500774,2026-05-29,HN-HBT,NV021,Trả góp,FN-B2666C,Quạt,Panasonic,Daikin,1,846262,0.13,736247,0.08,58899,795146,480000,480000,256247,0.348,795146,736247,58899,480000,480000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,775,1.0.0
INV20260500775,JV20260500775,SO20260500775,2026-05-03,HCM-Q1,NV003,Thẻ,MW-640EAD,Lò vi sóng,Sharp 20L,LG,3,5656217,0.1,15271785,0.08,1221742,16493527,3971000,11913000,3358785,0.2199,16493527,15271785,1221742,11913000,11913000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,776,1.0.0
INV20260500776,JV20260500776,SO20260500776,2026-05-30,DN-HC,NV011,Chuyển khoản,KT-925318,Ấm siêu tốc,Philips,Toshiba,2,397044,0.2,635270,0.08,50821,686091,224000,448000,187270,0.2948,686091,635270,50821,448000,448000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,777,1.0.0
INV20260500777,JV20260500777,SO20260500777,2026-05-20,HCM-TB,NV001,Trả góp,RC-666E15,Nồi cơm,Sunhouse 1.2L,Panasonic,3,3113509,0.07,8686690,0.08,694935,9381625,2231000,6693000,1993690,0.2295,9381625,8686690,694935,6693000,6693000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,778,1.0.0
INV20260500778,JV20260500778,SO20260500778,2026-05-08,HN-CG,NV007,Chuyển khoản,AC-A7840C,Máy lạnh,Mitsubishi 1.5HP,Panasonic,2,14385901,0.14,24743749,0.08,1979499,26723248,10081000,20162000,4581749,0.1852,26723248,24743749,1979499,20162000,20162000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,779,1.0.0
INV20260500779,JV20260500779,SO20260500779,2026-05-03,HCM-Q1,NV004,Tiền mặt,RC-F33CDE,Nồi cơm,Panasonic 1.8L,Senko,2,1482475,0.16,2490558,0.08,199244,2689802,989000,1978000,512558,0.2058,2689802,2490558,199244,1978000,1978000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,780,1.0.0
INV20260500780,JV20260500780,SO20260500780,2026-05-16,HN-CG,NV024,Chuyển khoản,WM-917ACE,Máy giặt,Panasonic 8.5kg,Philips,3,10165970,0.2,24398328,0.08,1951866,26350194,8577000,25731000,-1332672,-0.0546,26350194,24398328,1951866,25731000,25731000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,781,1.0.0
INV20260500781,JV20260500781,SO20260500781,2026-05-29,HCM-Q7,NV028,Thẻ,VC-09CEE7,Máy hút bụi,Dyson V8,Philips,2,7009995,0.06,13178790,0.08,1054303,14233093,5463000,10926000,2252790,0.1709,14233093,13178790,1054303,10926000,10926000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,782,1.0.0
INV20260500782,JV20260500782,SO20260500782,2026-05-04,HCM-TB,NV025,Thẻ,BL-D2FACB,Máy xay,Panasonic Blender,Toshiba,3,1778649,0.02,5229228,0.08,418338,5647566,1085000,3255000,1974228,0.3775,5647566,5229228,418338,3255000,3255000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,783,1.0.0
INV20260500783,JV20260500783,SO20260500783,2026-05-08,DN-HC,NV004,Trả góp,BL-3258EA,Máy xay,Panasonic Blender,Mitsubishi,3,1056981,0.11,2822139,0.08,225771,3047910,690000,2070000,752139,0.2665,3047910,2822139,225771,2070000,2070000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,784,1.0.0
INV20260500784,JV20260500784,SO20260500784,2026-05-11,HN-CG,NV014,Trả góp,FN-63D039,Quạt,Asia,Mitsubishi,1,2156061,0.05,2048257,0.08,163860,2212117,1236000,1236000,812257,0.3966,2212117,2048257,163860,1236000,1236000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,785,1.0.0
INV20260500785,JV20260500785,SO20260500785,2026-05-21,HN-HBT,NV001,Tiền mặt,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,3,482024,0.07,1344846,0.08,107587,1452433,319000,957000,387846,0.2884,1452433,1344846,107587,957000,957000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,786,1.0.0
